ViolentCrimesPerPop	state	communityname	racepctblack	racePctHisp	agePct12t21	pctUrban	medIncome	pctWPubAsst	PctPopUnderPov	PctUnemployed	TotalPctDiv	PctKids2Par	PctImmigRec5	PctImmigRec10	PctRecImmig5	PctRecImmig10	PctNotSpeakEnglWell	NumInShelters	PctForeignBorn	LemasSwornFT	LemasTotalReq	PolicReqPerOffic	OfficAssgnDrugUnits	NumKindsDrugsSeiz	PolicAveOTWorked	PctUsePubTrans	LemasGangUnitDeploy	LemasPctOfficDrugUn
0.2237	25	Bostoncity	0.5	0.2	0.46	1	0.29	0.58	0.49	0.54	0.46	0.23	0.59	0.67	0.72	0.68	0.41	1	0.59	0.45	0.26	0.15	0.26	0.57	0.84	1	0.5	0.36
0.2166	51	Roanokecity	0.47	0.01	0.32	1	0.18	0.42	0.42	0.32	0.75	0.36	0.45	0.47	0.04	0.04	0.04	0.17	0.04	0.04	0.04	0.24	0.05	0.93	0.22	0.17	0	0.6
0.5506	47	Chattanoogacity	0.66	0.01	0.4	1	0.17	0.47	0.48	0.43	0.76	0.3	0.41	0.52	0.04	0.05	0.03	0.09	0.05	0.07	0.07	0.26	0.1	0.5	0.16	0.17	0	0.72
0.811	42	Philadelphiacity	0.78	0.1	0.41	1	0.21	0.68	0.54	0.65	0.6	0.21	0.42	0.51	0.17	0.17	0.17	1	0.19	1	1	0.58	1	0.93	0.1	1	0	0.43
0.2951	51	Portsmouthcity	0.92	0.02	0.41	1	0.21	0.5	0.47	0.47	0.72	0.26	0.29	0.43	0.02	0.03	0.04	0	0.03	0.03	0.07	0.49	0.05	0.29	0.26	0.19	0	0.69
0.651	13	Augustacity	1	0.01	0.38	1	0.06	0.87	0.89	0.65	0.93	0	0.53	0.54	0.06	0.05	0.03	0.05	0.05	0.05	0.02	0.09	0.1	0.57	0.12	0.22	0	0.98
0.6122	48	Dallascity	0.57	0.39	0.38	1	0.26	0.27	0.47	0.48	0.78	0.39	0.48	0.7	0.37	0.45	0.39	0.7	0.37	0.58	0.78	0.39	0.33	0.57	0.26	0.37	0.5	0.35
0.1048	48	Pasadenacity	0.02	0.53	0.47	1	0.28	0.24	0.37	0.47	0.71	0.63	0.36	0.55	0.24	0.31	0.36	0	0.32	0.03	0.03	0.18	0.05	0.64	0.06	0.02	1	0.73
0.0569	6	NewportBeachcity	0.01	0.07	0.22	1	0.8	0.08	0.14	0.13	0.71	0.73	0.32	0.38	0.18	0.17	0.06	0.03	0.27	0.02	0.03	0.29	0.02	0.5	0.74	0.05	1	0.35
0.6135	39	Springfieldcity	0.34	0.01	0.5	1	0.16	0.71	0.55	0.58	0.71	0.4	0.35	0.32	0.02	0.02	0.02	0	0.03	0.01	0.05	0.75	0.02	0.57	0.14	0.06	0	0.61
1	6	Comptoncity	1	0.81	0.61	1	0.22	1	0.73	1	0.63	0.2	0.5	0.69	0.82	0.94	1	0.02	0.8	0.01	0.09	1	0.04	0.5	0.25	0.36	0.5	0.98
0.5818	13	Maconcity	1	0.01	0.47	1	0.16	0.76	0.65	0.55	0.81	0.15	0.67	0.57	0.03	0.02	0.02	0.08	0.02	0.04	0.05	0.25	0.07	0.5	0.11	0.15	1	0.71
0.2391	6	Downeycity	0.07	0.6	0.41	1	0.42	0.32	0.2	0.32	0.61	0.55	0.36	0.48	0.57	0.64	0.51	0	0.77	0.01	0.01	0.18	0.02	0.5	0.92	0.1	0.5	0.59
0.1837	23	Portlandcity	0.02	0.01	0.32	1	0.25	0.46	0.37	0.42	0.65	0.47	0.53	0.53	0.17	0.14	0.05	0.11	0.15	0.02	0.04	0.38	0.03	0.71	0.09	0.21	1	0.5
0.0304	48	Planocity	0.08	0.11	0.44	1	0.7	0.05	0.07	0.12	0.37	0.87	0.5	0.67	0.23	0.26	0.14	0	0.22	0.02	0.03	0.22	0.01	0.64	0.07	0.07	0	0.24
0.0876	51	Alexandriacity	0.43	0.18	0.16	1	0.49	0.13	0.18	0.17	0.71	0.44	0.72	0.8	0.72	0.66	0.32	0.22	0.48	0.04	0.04	0.19	0.1	0.57	0.57	1	0	1
0.0961	44	Warwickcity	0.02	0.02	0.33	1	0.4	0.24	0.11	0.32	0.4	0.76	0.14	0.17	0.04	0.04	0.04	0	0.12	0.02	0.04	0.33	0.02	0.79	0.15	0.1	0	0.37
0.6239	34	EastOrangecity	1	0.07	0.42	1	0.25	0.72	0.47	0.81	0.87	0	0.47	0.66	0.38	0.44	0.13	0.2	0.38	0.04	0.09	0.51	0.07	0.57	0.28	1	0.5	0.8
0.5143	36	Schenectadycity	0.17	0.05	0.39	1	0.21	0.51	0.39	0.45	0.64	0.39	0.24	0.32	0.08	0.09	0.09	0.18	0.16	0.02	0.12	1	0.03	0.57	0.5	0.28	0	0.49
0.2594	47	Jacksoncity	0.78	0.01	0.5	1	0.16	0.57	0.55	0.43	0.65	0.28	0.9	0.7	0.04	0.02	0.03	0.01	0.01	0.02	0.01	0.15	0	0.36	0.19	0.09	1	0
0.5983	5	PineBluffcity	1	0.01	0.52	1	0.12	0.66	0.74	0.76	0.61	0.26	0.56	0.47	0.02	0.02	0.03	0.02	0.02	0.01	0.02	0.23	0.04	0.43	0.19	0.05	1	1
0.1791	25	Cambridgecity	0.26	0.12	0.52	1	0.35	0.3	0.27	0.3	0.41	0.45	0.62	0.67	0.86	0.77	0.27	0.15	0.66	0.05	0.05	0.24	0.04	0.57	0.35	1	0.5	0.42
0.2551	34	Hackensackcity	0.48	0.28	0.21	1	0.45	0.27	0.17	0.35	0.63	0.41	0.42	0.57	0.61	0.69	0.41	0.05	0.7	0.01	0.01	0.21	0.05	0.64	0.06	0.8	0.5	1
0.1436	12	Plantationcity	0.12	0.15	0.35	1	0.5	0.1	0.08	0.2	0.46	0.77	0.32	0.41	0.27	0.3	0.12	0	0.41	0.02	0.02	0.23	0.04	0.57	0.12	0.05	0.5	0.86
0.0496	34	Edisontownship	0.11	0.08	0.3	1	0.63	0.12	0.08	0.24	0.27	0.84	0.5	0.58	0.54	0.53	0.17	0.06	0.53	0.03	0.02	0.2	0.03	0.14	0.11	0.56	0	0.41
0.106	9	Greenwichtown	0.04	0.08	0.29	0.87	0.88	0.1	0.06	0.19	0.3	0.84	0.57	0.55	0.61	0.49	0.17	0.04	0.52	0.02	0.02	0.15	0.01	0.21	0.24	0.88	0	0.13
0.1195	48	Mesquitecity	0.11	0.16	0.42	1	0.4	0.18	0.19	0.27	0.64	0.68	0.38	0.54	0.11	0.13	0.08	0	0.13	0.02	0.03	0.3	0.03	0.5	0.02	0.07	0	0.58
0.2243	18	Hammondcity	0.18	0.22	0.41	1	0.25	0.39	0.35	0.59	0.6	0.5	0.15	0.19	0.04	0.04	0.09	0.08	0.13	0.03	0.04	0.28	0.01	0.71	0.1	0.25	1	0.22
0.2744	6	Salinascity	0.06	0.94	0.49	1	0.32	0.57	0.41	0.74	0.57	0.54	0.42	0.54	0.68	0.73	1	0.04	0.79	0.02	0.04	0.47	0.04	0.86	0.32	0.13	0.5	0.86
0.4687	12	Sarasotacity	0.32	0.09	0.27	1	0.22	0.26	0.34	0.26	0.84	0.26	0.3	0.36	0.12	0.12	0.09	0.05	0.19	0.07	0.05	0.16	0.1	0.64	0.06	0.09	0	0.7
0.2804	48	Irvingcity	0.15	0.3	0.38	1	0.33	0.09	0.27	0.31	0.74	0.59	0.56	0.79	0.43	0.51	0.31	0	0.37	0.04	0.05	0.31	0.04	0.71	0.13	0.08	1	0.52
0.8068	12	Gainesvillecity	0.42	0.08	0.9	1	0.16	0.31	0.7	0.41	0.46	0.41	0.74	0.75	0.37	0.31	0.06	0.02	0.24	0.03	0.03	0.21	0.06	0.43	0.19	0.15	1	0.86
0.1804	13	Mariettacity	0.4	0.06	0.34	1	0.26	0.21	0.37	0.31	0.82	0.45	0.64	0.82	0.2	0.22	0.1	0.04	0.15	0.06	0.1	0.41	0.16	0.79	0.28	0.07	0	1
0.1802	6	WestCovinacity	0.17	0.64	0.48	1	0.51	0.37	0.19	0.28	0.51	0.6	0.41	0.56	0.63	0.72	0.37	0	0.75	0.01	0.05	0.66	0.04	0.29	0.75	0.17	0.5	1
0.0792	25	Brooklinetown	0.06	0.05	0.26	1	0.56	0.18	0.22	0.27	0.35	0.72	0.64	0.61	0.84	0.67	0.2	0.01	0.64	0.02	0.02	0.21	0.01	0.43	0.04	1	0	0.29
0.1549	18	CrownPointcity	0.03	0.04	0.36	1	0.43	0.08	0.08	0.31	0.34	0.83	0.05	0.12	0.02	0.04	0.09	0	0.17	0.02	0	0.02	0.06	0.36	0.41	0.06	0	0.97
0.3131	6	Haywardcity	0.19	0.44	0.37	1	0.4	0.48	0.25	0.37	0.64	0.51	0.52	0.63	0.67	0.68	0.4	0.08	0.63	0.02	0.07	0.62	0.04	0.5	1	0.45	1	0.77
0.1755	29	KansasCitycity	0.58	0.07	0.36	1	0.25	0.37	0.4	0.46	0.76	0.36	0.34	0.44	0.06	0.06	0.06	0.35	0.08	0.24	0.32	0.37	0.16	0.43	0.19	0.32	1	0.39
0.1798	9	WestHartfordtown	0.04	0.06	0.3	1	0.63	0.17	0.08	0.21	0.27	0.83	0.32	0.32	0.24	0.2	0.15	0	0.36	0.01	0.04	0.46	0.02	0.57	1	0.24	1	0.42
0.0964	4	Scottsdalecity	0.01	0.09	0.26	0.97	0.45	0.1	0.14	0.24	0.65	0.68	0.33	0.38	0.13	0.12	0.06	0	0.18	0.02	0.04	0.31	0.03	0.5	0.38	0.06	1	0.53
0.2489	34	Bloomfieldtownship	0.08	0.09	0.26	1	0.46	0.16	0.14	0.33	0.33	0.76	0.41	0.48	0.33	0.32	0.15	0	0.39	0.01	0.02	0.3	0	0.5	0.14	0.55	0	0
0.6077	39	Cincinnaticity	0.74	0.01	0.41	1	0.16	0.7	0.65	0.51	0.74	0.18	0.48	0.53	0.08	0.07	0.04	0.58	0.08	0.2	0.11	0.14	0.17	0.57	0.17	0.63	1	0.51
0.23	13	Columbuscity	0.74	0.05	0.49	0.97	0.21	0.47	0.49	0.45	0.71	0.39	0.4	0.4	0.08	0.07	0.05	0.15	0.1	0.07	0.07	0.25	0.11	0.57	0	0.08	0.5	0.84
0.5322	1	Tuscaloosacity	0.69	0.01	0.82	1	0.13	0.39	0.71	0.44	0.48	0.34	0.96	0.8	0.13	0.09	0.03	0.01	0.06	0.02	0.03	0.27	0.07	0.43	0.11	0.03	1	1
0.4649	48	Beaumontcity	0.8	0.08	0.43	1	0.21	0.45	0.56	0.51	0.71	0.41	0.47	0.58	0.09	0.1	0.08	0.07	0.09	0.03	0.06	0.37	0.03	0.5	0.14	0.08	1	0.33
0.6983	39	Clevelandcity	0.91	0.08	0.39	1	0.1	1	0.76	0.99	0.84	0.1	0.29	0.34	0.07	0.07	0.13	0.34	0.12	0.38	0.52	0.39	0.22	0.57	0.23	0.8	0.5	0.34
0.5462	34	Plainfieldcity	1	0.28	0.42	1	0.44	0.44	0.32	0.57	0.61	0.21	0.7	0.71	0.64	0.55	0.4	0	0.45	0.01	0.02	0.28	0.03	0.36	0.21	0.4	0	0.65
0.0959	34	Uniontownship	0.18	0.08	0.33	1	0.51	0.12	0.09	0.25	0.24	0.78	0.19	0.26	0.17	0.2	0.17	0.01	0.44	0.01	0.01	0.13	0.02	0.71	0.12	0.32	0	0.54
0.5258	44	Providencecity	0.29	0.29	0.62	1	0.17	0.8	0.61	0.61	0.52	0.25	0.62	0.7	0.75	0.71	0.55	0.14	0.58	0.08	0.2	0.63	0.12	0.07	0.4	0.43	1	0.77
0.1353	41	OregonCitycity	0.01	0.04	0.44	1	0.28	0.21	0.23	0.16	0.68	0.62	0.22	0.31	0.03	0.04	0.03	0	0.07	0.02	0.02	0.2	0.03	0.43	0.66	0.14	1	0.46
0.4511	39	Daytoncity	0.79	0.01	0.47	1	0.13	0.76	0.71	0.71	0.9	0.13	0.31	0.43	0.03	0.03	0.02	0.24	0.04	0.1	0.11	0.27	0.04	0.79	0.66	0.42	0	0.24
0.2078	44	Newportcity	0.16	0.05	0.5	1	0.31	0.44	0.32	0.36	0.57	0.48	0.44	0.45	0.14	0.12	0.06	0.02	0.15	0.01	0.02	0.36	0.03	0.36	0.44	0.12	0	0.79
0.0695	6	Sunnyvalecity	0.07	0.24	0.24	1	0.57	0.21	0.11	0.21	0.63	0.64	0.54	0.65	0.75	0.75	0.29	0	0.67	0.01	0.03	0.39	0.01	0.71	0.9	0.14	1	0.36
0.4604	48	ElPasocity	0.07	1	0.58	1	0.2	0.47	0.67	0.66	0.54	0.53	0.35	0.43	0.5	0.51	0.95	0.21	0.7	0.15	0.28	0.51	0.13	0.36	0.23	0.17	0.5	0.5
0.184	25	Framinghamtown	0.07	0.15	0.36	1	0.52	0.26	0.15	0.4	0.42	0.69	0.55	0.56	0.4	0.34	0.21	0.05	0.35	0.01	0.03	0.38	0.02	0.36	0.25	0.16	0	0.57
0.3834	12	PompanoBeachcity	0.56	0.1	0.18	1	0.3	0.25	0.42	0.39	0.7	0.17	0.42	0.63	0.37	0.46	0.26	0.01	0.42	0.04	0.08	0.45	0.12	0.93	0.11	0.2	1	1
0.7498	11	Washingtoncity	1	0.1	0.39	1	0.32	0.43	0.44	0.44	0.75	0	0.64	0.69	0.38	0.34	0.16	1	0.29	1	0.44	0.11	0.73	0.86	0.51	1	0	0.45
0.2453	55	Madisoncity	0.08	0.04	0.63	1	0.29	0.24	0.42	0.17	0.4	0.65	0.82	0.8	0.29	0.23	0.07	0.12	0.17	0.05	0.05	0.23	0.08	0.57	0.44	0.43	1	0.72
0.4342	6	Hawthornecity	0.55	0.58	0.4	1	0.32	0.45	0.36	0.43	0.77	0.38	0.51	0.64	0.92	0.97	0.67	0	0.87	0.01	0.03	0.51	0.01	0.57	0.47	0.29	0.5	0.47
0.2278	6	SanJosecity	0.09	0.49	0.43	1	0.57	0.43	0.24	0.33	0.54	0.58	0.5	0.67	0.81	0.9	0.59	0.54	0.79	0.07	0.11	0.39	0.02	0.86	1	0.2	1	0.16
0.1578	49	SaltLakeCitycity	0.03	0.18	0.4	1	0.18	0.31	0.43	0.33	0.68	0.6	0.59	0.61	0.3	0.26	0.13	0.32	0.24	0.06	0.06	0.23	0.09	0.79	0.09	0.32	0.5	0.7
0.1069	8	Bouldercity	0.02	0.09	0.76	1	0.29	0.12	0.5	0.29	0.49	0.63	0.73	0.69	0.36	0.29	0.08	0.12	0.24	0.01	0.06	0.7	0.03	0.64	0.35	0.31	0	0.77
0.1168	55	WestAlliscity	0.01	0.02	0.26	1	0.3	0.25	0.13	0.21	0.48	0.7	0.18	0.16	0.03	0.02	0.03	0	0.08	0.01	0.02	0.23	0.05	0.93	0.1	0.23	0	1
0.2595	34	Vinelandcity	0.22	0.44	0.44	1	0.32	0.41	0.28	0.46	0.53	0.44	0.15	0.21	0.05	0.06	0.39	0.07	0.17	0.01	0.02	0.28	0.03	0.29	0.39	0.1	0	0.77
0.3692	48	SanAntoniocity	0.14	1	0.5	1	0.2	0.46	0.6	0.59	0.69	0.47	0.28	0.42	0.16	0.2	0.46	0.41	0.27	0.34	0.33	0.26	0.11	0.79	0.48	0.28	0	0.2
0.3513	22	Lafayettecity	0.53	0.03	0.53	1	0.19	0.38	0.58	0.58	0.54	0.51	0.7	0.73	0.11	0.1	0.09	0.03	0.07	0.02	0.04	0.35	0.07	0.43	0.42	0.12	0	1
0.0061	9	Westporttown	0.02	0.04	0.29	1	1	0.07	0.07	0.14	0.38	0.86	0.48	0.52	0.36	0.32	0.05	0.01	0.36	0	0.01	0.26	0.01	0.29	0.62	0.98	1	0.32
0.1553	6	Fremontcity	0.07	0.25	0.35	1	0.65	0.26	0.1	0.22	0.48	0.74	0.42	0.58	0.52	0.59	0.24	0.04	0.6	0.03	0.03	0.22	0.03	0.93	0.36	0.26	0.5	0.37
0.1825	40	Normancity	0.07	0.04	0.69	0.93	0.22	0.14	0.39	0.37	0.51	0.67	0.81	0.77	0.22	0.17	0.05	0.02	0.12	0.01	0.02	0.23	0.04	0.71	0.45	0.07	0	0.93
0.3275	6	Burbankcity	0.03	0.42	0.3	1	0.4	0.32	0.21	0.3	0.68	0.59	0.43	0.56	0.68	0.74	0.49	0.03	0.77	0.02	0.01	0.15	0.03	0.64	1	0.18	0.5	0.56
0.976	12	Miamicity	0.53	1	0.33	1	0.09	0.89	0.83	0.75	0.87	0.12	0.45	0.59	1	1	1	0.52	1	0.54	1	0.54	0.49	0.86	0.43	0.73	0.5	0.56
0.1163	9	Milfordtown	0.03	0.04	0.32	1	0.54	0.13	0.08	0.33	0.4	0.76	0.22	0.23	0.07	0.06	0.04	0.03	0.15	0.01	0.01	0.2	0.02	0.36	0.34	0.16	0	0.58
0.6794	25	NewBedfordcity	0.08	0.12	0.4	1	0.18	0.84	0.44	0.84	0.55	0.44	0.22	0.29	0.28	0.31	0.67	0.05	0.62	0.04	0.06	0.37	0.05	0.14	0.55	0.19	0	0.61
0.6338	6	Oaklandcity	0.86	0.26	0.36	1	0.26	0.88	0.5	0.63	0.79	0.23	0.53	0.71	0.64	0.72	0.56	0.25	0.59	0.12	0.58	1	0.08	0.64	0.42	1	1	0.38
0.2518	51	Hamptoncity	0.76	0.03	0.47	1	0.31	0.26	0.28	0.35	0.58	0.54	0.36	0.43	0.06	0.06	0.04	0.01	0.08	0.03	0.06	0.42	0.07	0.5	0.09	0.13	0.5	0.91
0.2641	6	Vallejocity	0.41	0.2	0.43	1	0.41	0.52	0.21	0.41	0.59	0.56	0.35	0.49	0.39	0.45	0.16	0.03	0.54	0.01	0.04	0.43	0.05	0.36	0.76	0.21	0.5	1
0.5708	6	SantaAnacity	0.05	1	0.58	1	0.39	0.4	0.48	0.56	0.38	0.51	0.68	0.77	1	1	1	0.11	1	0.07	0.42	1	0.08	0.43	0.27	0.48	0.5	0.59
0.0556	34	OldBridgetownship	0.07	0.09	0.35	0.97	0.59	0.14	0.08	0.25	0.3	0.83	0.35	0.43	0.25	0.26	0.11	0	0.35	0	0.01	0.17	0.01	0.36	0.14	0.77	0	0.35
0.3346	12	Tallahasseecity	0.57	0.05	0.84	1	0.2	0.21	0.59	0.33	0.53	0.38	0.57	0.63	0.16	0.14	0.05	0.09	0.13	0.05	0.14	0.67	0.07	0.43	0.28	0.16	0.5	0.68
0.2887	12	CoralGablescity	0.07	0.78	0.55	1	0.59	0.17	0.16	0.21	0.49	0.72	0.29	0.33	0.63	0.6	0.45	0	1	0.02	0.02	0.19	0.03	0.14	0.3	0.17	1	0.62
0.2868	41	Portlandcity	0.15	0.06	0.32	1	0.23	0.32	0.38	0.38	0.81	0.49	0.52	0.61	0.25	0.24	0.14	0.91	0.22	0.16	0.16	0.27	0.14	0.57	0.34	0.64	0.5	0.49
0.1469	48	Midlandcity	0.18	0.39	0.39	1	0.33	0.21	0.38	0.38	0.56	0.67	0.33	0.53	0.13	0.17	0.26	0.04	0.18	0.02	0.03	0.25	0.01	0.5	0.15	0.01	0	0.27
0.1644	34	Kearnytown	0.02	0.32	0.37	1	0.43	0.23	0.15	0.38	0.3	0.74	0.49	0.49	0.81	0.67	0.52	0	0.8	0.02	0	0.05	0.02	0.64	0.37	0.56	0	0.47
0.5731	6	Bakersfieldcity	0.18	0.38	0.43	1	0.34	0.58	0.39	0.45	0.69	0.52	0.44	0.58	0.21	0.24	0.22	0.2	0.23	0.04	0.1	0.56	0.09	0.57	0.29	0.07	0	1
0.4943	42	Pittsburghcity	0.5	0.02	0.44	1	0.15	0.67	0.57	0.6	0.54	0.29	0.5	0.45	0.14	0.11	0.06	0.41	0.13	0.04	0	0	0.07	0.64	0.74	1	0	0.89
0.1512	19	Waterloocity	0.24	0.01	0.39	1	0.2	0.51	0.44	0.46	0.54	0.51	0.14	0.16	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.2	0.02	0.5	0.45	0.08	1	0.45
0.1498	9	Danburytown	0.13	0.14	0.37	1	0.53	0.18	0.14	0.32	0.44	0.69	0.53	0.58	0.49	0.45	0.31	0.04	0.44	0.02	0.05	0.54	0.1	0.64	0.42	0.13	0	1
0.3388	48	Tylercity	0.55	0.16	0.47	1	0.2	0.34	0.52	0.53	0.62	0.51	0.59	0.69	0.19	0.19	0.16	0.01	0.15	0.02	0.01	0.1	0.02	0.43	0.42	0.02	0.5	0.45
0.5131	22	NewOrleanscity	1	0.06	0.48	1	0.11	0.72	0.85	0.86	0.75	0.07	0.35	0.48	0.09	0.1	0.09	0.46	0.12	0.3	0.24	0.21	0.26	0.64	0.54	0.95	0.5	0.52
0.3825	6	SanMateocity	0.07	0.29	0.24	1	0.52	0.16	0.15	0.23	0.6	0.66	0.45	0.52	0.66	0.65	0.44	0.17	0.71	0.01	0.04	0.48	0.02	0.57	0.38	0.38	1	0.56
0.123	48	Longviewcity	0.39	0.07	0.44	1	0.23	0.28	0.45	0.46	0.65	0.56	0.52	0.64	0.08	0.08	0.07	0.02	0.07	0.01	0.04	0.45	0.03	0.43	0.27	0.01	1	0.56
0.3013	48	Odessacity	0.12	0.58	0.45	1	0.21	0.32	0.51	0.48	0.65	0.61	0.25	0.4	0.12	0.15	0.37	0.03	0.22	0.02	0.03	0.24	0.02	0.36	0.1	0	1	0.36
0.3697	6	Fresnocity	0.16	0.55	0.47	1	0.22	0.97	0.64	0.56	0.67	0.44	0.59	0.72	0.62	0.63	0.63	0.39	0.51	0.08	0.15	0.46	0.15	0.93	0.86	0.12	0.5	1
0.4292	22	Alexandriacity	0.96	0.02	0.46	1	0.11	0.71	0.77	0.77	0.69	0.19	0.36	0.42	0.03	0.02	0.03	0.03	0.03	0.04	0	0.02	0.04	0.5	0	0.17	1	0.5
0.2282	48	McAllencity	0.01	1	0.63	1	0.17	0.68	0.88	0.7	0.39	0.59	0.39	0.49	0.63	0.66	1	0.03	0.79	0.02	0.02	0.17	0	0.29	0.47	0.03	1	0
0.099	40	Tulsacity	0.26	0.05	0.39	1	0.23	0.27	0.39	0.37	0.76	0.53	0.47	0.57	0.09	0.09	0.06	0.2	0.08	0.14	0.17	0.32	0.12	0.93	0.23	0.08	0.5	0.47
0.5316	4	Phoenixcity	0.1	0.37	0.41	1	0.29	0.27	0.37	0.41	0.73	0.53	0.53	0.61	0.28	0.27	0.25	1	0.25	0.42	0.74	0.5	0.18	0.93	0.35	0.18	0.5	0.26
0.2947	4	Glendalecity	0.06	0.29	0.5	1	0.33	0.23	0.3	0.36	0.64	0.6	0.45	0.53	0.17	0.16	0.16	0	0.17	0.03	0.04	0.29	0.07	1	0.79	0.09	0.5	1
0.2673	32	LasVegascity	0.22	0.23	0.34	1	0.31	0.28	0.3	0.41	0.96	0.49	0.48	0.58	0.3	0.3	0.24	0.2	0.3	0.25	0.33	0.37	0.11	0.71	0.12	0.16	0.5	0.27
0.2414	25	Somervillecity	0.11	0.11	0.34	1	0.34	0.35	0.3	0.39	0.32	0.54	0.55	0.61	0.75	0.7	0.42	0.03	0.66	0.02	0.02	0.22	0.02	0.29	0.19	1	0	0.46
0.1075	48	Richardsoncity	0.09	0.08	0.4	1	0.64	0.07	0.1	0.2	0.47	0.78	0.57	0.71	0.34	0.36	0.14	0	0.29	0.02	0.02	0.2	0.01	0.5	0.19	0.11	0	0.3
0.2696	12	MiamiBeachcity	0.1	0.87	0.15	1	0.06	0.5	0.67	0.59	0.84	0.35	0.4	0.52	1	1	1	0.04	1	0.06	0.09	0.39	0.07	0.5	0.3	0.83	0.5	0.59
0.267	25	FallRivercity	0.02	0.03	0.39	1	0.18	0.77	0.37	0.67	0.47	0.54	0.19	0.24	0.24	0.26	0.53	0.04	0.62	0.04	0.06	0.37	0.05	0.21	0.38	0.11	0	0.61
0.6744	34	Camdencity	1	0.58	0.57	1	0.1	1	0.98	1	0.83	0	0.62	0.71	0.15	0.14	0.46	0.17	0.11	0.05	0.05	0.25	0.03	0.79	0.3	1	0.5	0.32
0.5362	28	Jacksoncity	1	0.01	0.51	1	0.19	0.52	0.6	0.58	0.64	0.26	0.71	0.68	0.04	0.04	0.03	0.05	0.03	0.06	0.1	0.37	0.05	0.57	0.13	0.1	0.5	0.41
0.2488	36	Binghamtoncity	0.1	0.03	0.4	1	0.15	0.51	0.53	0.54	0.61	0.46	0.53	0.5	0.2	0.15	0.08	0.05	0.17	0.02	0.01	0.15	0.02	0.71	0.15	0.35	0	0.45
0.554	12	DaytonaBeachcity	0.6	0.04	0.51	1	0.12	0.37	0.6	0.51	0.73	0.1	0.38	0.39	0.17	0.14	0.06	0.05	0.21	0.03	0.05	0.35	0.05	0.64	0.66	0.19	0	0.66
0.2948	39	Hamiltoncity	0.14	0.01	0.39	1	0.19	0.52	0.44	0.52	0.71	0.5	0.39	0.33	0.02	0.01	0.02	0.04	0.01	0.01	0.03	0.42	0.07	0.36	0.32	0.09	0	1
0.5194	6	Stocktoncity	0.19	0.46	0.48	1	0.25	1	0.57	0.7	0.65	0.5	0.47	0.71	0.66	0.83	0.73	0.3	0.67	0.04	0.11	0.61	0.07	0.57	0.66	0.11	0.5	0.81
0.4783	36	Rochestercity	0.61	0.16	0.41	1	0.18	0.81	0.62	0.58	0.75	0.11	0.37	0.46	0.14	0.15	0.16	0.17	0.18	0.13	0.23	0.49	0.12	0.43	0.6	0.6	1	0.56
0.3462	34	Montclairtownship	0.6	0.06	0.31	1	0.67	0.15	0.15	0.32	0.47	0.63	0.42	0.47	0.29	0.27	0.05	0.01	0.33	0.01	0.01	0.23	0.01	0.21	0.37	1	0	0.42
0.4595	1	Mobilecity	0.76	0.02	0.46	1	0.18	0.4	0.59	0.61	0.66	0.35	0.56	0.55	0.07	0.06	0.04	0.12	0.06	0.07	0.06	0.24	0.07	0.86	1	0.09	1	0.51
0.2136	18	TerreHautecity	0.18	0.02	0.63	1	0.12	0.46	0.54	0.55	0.67	0.48	0.7	0.73	0.11	0.09	0.05	0.04	0.07	0.01	0.02	0.25	0.03	0.43	0.09	0.07	0	0.7
0.1035	8	Arvadacity	0.01	0.14	0.43	1	0.45	0.13	0.15	0.3	0.56	0.72	0.37	0.44	0.08	0.08	0.06	0.01	0.1	0.01	0.07	0.9	0.03	0.64	0.18	0.17	1	0.63
0.1204	2	Anchoragecity	0.13	0.07	0.41	0.98	0.53	0.3	0.18	0.4	0.72	0.66	0.45	0.54	0.16	0.16	0.09	0.18	0.17	0.05	0.05	0.26	0.06	0.71	0	0.14	1	0.62
0.1431	42	Scrantoncity	0.03	0.01	0.43	1	0.16	0.47	0.4	0.41	0.42	0.57	0.27	0.34	0.04	0.04	0.04	0.02	0.07	0.02	0.03	0.28	0.03	0.43	0.31	0.17	0	0.59
0.1813	6	Oxnardcity	0.1	1	0.52	1	0.42	0.53	0.32	0.42	0.49	0.53	0.46	0.53	0.88	0.85	1	0.18	0.94	0.02	0.08	0.81	0.02	0.57	0.52	0.06	1	0.43
0.7206	47	Memphiscity	1	0.01	0.45	1	0.18	0.57	0.61	0.58	0.78	0.15	0.5	0.57	0.04	0.04	0.04	0.18	0.04	0.3	0.32	0.3	0.44	0.79	0.48	0.26	0.5	0.89
0.6822	22	Monroecity	1	0.01	0.65	1	0.08	0.79	1	0.83	0.62	0.05	0.73	0.73	0.06	0.05	0.03	0.01	0.04	0.01	0.02	0.21	0.02	0.64	0.41	0.21	0.5	0.49
0.158	6	Orangecity	0.03	0.42	0.44	1	0.58	0.26	0.2	0.25	0.54	0.62	0.63	0.69	0.78	0.72	0.59	0.09	0.6	0.02	0.01	0.13	0.03	0.57	0.38	0.14	0.5	0.61
0.3903	34	WestNewYorktown	0.08	1	0.37	1	0.24	0.56	0.43	0.57	0.64	0.41	0.35	0.5	1	1	1	0	1	0.01	0.01	0.2	0.02	0.5	0.48	1	0	0.51
